Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent,Publication Date
105,NERSC/LBNL,Cray Inc.,T3E900,United States,1997,692,444.0,622.8,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,North America,Americas,06/2002
106,Forecast Systems Laboratory - NOAA,HPTi,ACL-580,United States,2001,580,442.7,841.0,170000,0,Alpha,Alpha EV67,724.6,NOW - Alpha,,Cluster,Research,Weather and Climate Research,Myrinet,Myrinet,North America,Americas,06/2002
107,University of Nebraska,Atipa Technology,Prairiefire AMD 1.4 GHz - Myrinet,United States,2002,256,442.5,716.8,112000,30000,AMD,AMD Athlon,1400.0,NOW - AMD,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas,06/2002
108,Financial Institution,IBM,SP Power3 375 MHz,Hong Kong,2000,424,441.0,636.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Finance,SP Switch,SP Switch,Eastern Asia,Asia,06/2002
109,University of Kentucky,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United States,2001,224,431.7,672.0,0,0,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Academic,Not Specified,Myrinet,HyperPlex,North America,Americas,06/2002
110,Government,IBM,pSeries 690 Turbo 1.3GHz GigEth,United States,2002,176,430.0,915.2,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Classified,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2002
111,Postbank,IBM,pSeries 690 Turbo 1.3GHz GigEth,Germany,2002,176,430.0,915.2,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe,06/2002
112,Defense,Sun Microsystems,HPC 4500 400 MHz Cluster,Sweden,1999,896,420.44,716.8,144000,43200,Sparc,Sparc,200.0,NOW - Sun,Solaris,Cluster,Classified,Not Specified,,,Northern Europe,Europe,06/2002
113,Service Provider,Sun Microsystems,HPC 4500 400 MHz Cluster,United States,2000,896,420.44,716.8,144000,43200,Sparc,Sparc,200.0,NOW - Sun,Solaris,Cluster,Industry,WWW,,,North America,Americas,06/2002
114,Service Provider,Sun Microsystems,HPC 4500 400 MHz Cluster,United States,2000,896,420.44,716.8,144000,43200,Sparc,Sparc,200.0,NOW - Sun,Solaris,Cluster,Industry,WWW,,,North America,Americas,06/2002
115,Sun,Sun Microsystems,HPC 4500 400 MHz Cluster,United States,2000,896,420.44,716.8,144000,43200,Sparc,Sparc,200.0,NOW - Sun,Solaris,Cluster,Vendor,Not Specified,,,North America,Americas,06/2002
116,NASA/Ames Research Center/NAS,SGI,ORIGIN 3000 600 MHz,United States,2002,1024,405.6,1228.8,0,0,MIPS,MIPS R14000A,600.0,SGI Origin,IRIX,MPP,Research,Aerospace,NUMAflex,NUMAflex,North America,Americas,06/2002
117,NOAA/Geophysical Fluid Dynamics Laboratory (GFDL),SGI,ORIGIN 3000 600 MHz,United States,2001,896,405.6,1075.0,0,0,MIPS,MIPS R14000A,600.0,SGI Origin,IRIX,MPP,Research,Weather and Climate Research,NUMAflex,NUMAflex,North America,Americas,06/2002
118,Norwegian University of Science and Technology,SGI,ORIGIN 3000 600 MHz,Norway,2002,512,405.6,614.4,0,0,MIPS,MIPS R14000A,600.0,SGI Origin,IRIX,MPP,Academic,Not Specified,NUMAflex,NUMAflex,Northern Europe,Europe,06/2002
119,Fleet Numerical Meteorology and Oceanography Center,SGI,ORIGIN 3000 500 MHz,United States,2001,512,405.6,512.0,230000,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Research,Weather and Climate Research,NUMAflex,NUMAflex,North America,Americas,06/2002
120,Government,SGI,ORIGIN 3000 500 MHz,United States,2002,512,405.6,512.0,230000,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Classified,Not Specified,NUMAflex,NUMAflex,North America,Americas,06/2002
121,Japan Atomic Energy Research Institute,SGI,ORIGIN 3000 500 MHz,Japan,2001,512,405.6,512.0,230000,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Research,Not Specified,NUMAflex,NUMAflex,Eastern Asia,Asia,06/2002
122,"Kyoto University, Institute for Chemical Research",SGI,ORIGIN 3000 500 MHz,Japan,2002,512,405.6,512.0,230000,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Academic,Life Science,NUMAflex,NUMAflex,Eastern Asia,Asia,06/2002
123,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 500 MHz,Netherlands,2000,512,405.6,512.0,230000,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Academic,Not Specified,NUMAflex,NUMAflex,Western Europe,Europe,06/2002
124,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 500 MHz,Netherlands,2000,512,405.6,512.0,230000,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Academic,Not Specified,NUMAflex,NUMAflex,Western Europe,Europe,06/2002
125,"Center for Computational Science, University of Tsukuba",Hitachi,CP-PACS/2048,Japan,1996,2048,368.2,614.4,103680,30720,PA-RISC,PA-RISC HARP-1E,150.0,Hitachi SR2xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Hyper crossbar,Eastern Asia,Asia,06/2002
126,Geoscience (C),IBM,Netfinity Cluster PIII 1.4 GHz - Eth,United Kingdom,2002,1280,366.0,1792.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1400.6,IBM Cluster,Linux,Cluster,Industry,Geophysics,Ethernet,Ethernet,Northern Europe,Europe,06/2002
127,Mississippi State University,IBM,Netfinity Cluster PIII 1/1.26 GHz - Eth,United States,2002,1024,366.0,1144.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1111.1,IBM Cluster,Linux,Cluster,Academic,Not Specified,Ethernet,Ethernet,North America,Americas,06/2002
128,Centrica Plc,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United Kingdom,2002,192,361.4,576.0,0,0,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Energy,Myrinet,HyperPlex,Northern Europe,Europe,06/2002
129,Hewlett-Packard,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United States,2002,192,361.4,576.0,0,0,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Vendor,Not Specified,Myrinet,HyperPlex,North America,Americas,06/2002
130,Universitaet Aachen/RWTH,Sun Microsystems,Fire 15K,Germany,2002,288,357.1,518.4,0,0,Sparc,UltraSPARC III,900.0,Sun Fire,Solaris,Constellations,Academic,Not Specified,Fireplane,Fireplane,Western Europe,Europe,06/2002
131,Max-Planck-Gesellschaft MPI/IPP,Cray Inc.,T3E,Germany,1997,812,355.0,487.2,0,0,Alpha,Alpha EV5,300.3,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe,06/2002
132,ERDC MSRC,Hewlett-Packard,"AlphaServer SC40, 833 MHz",United States,2001,256,344.1,426.5,142000,17000,Alpha,Alpha EV68,833.3,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas,06/2002
133,Japan Marine Science and Technology,Hewlett-Packard,"AlphaServer SC40, 833 MHz",Japan,2001,256,344.1,426.5,142000,17000,Alpha,Alpha EV68,833.3,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,Eastern Asia,Asia,06/2002
134,Los Alamos National Laboratory,Hewlett-Packard,"AlphaServer SC40, 833 MHz",United States,2001,256,344.1,426.5,142000,17000,Alpha,Alpha EV68,833.3,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas,06/2002
135,HWW/Universitaet Stuttgart,Cray Inc.,T3E900,Germany,1996,540,341.0,486.0,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Industry,Information Processing Service,Cray Interconnect,3-D Torus,Western Europe,Europe,06/2002
136,Pittsburgh Supercomputing Center,Cray Inc.,T3E900,United States,1998,540,341.0,486.0,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,North America,Americas,06/2002
137,ZIB/Konrad Zuse-Zentrum fuer Informationstechnik,Cray Inc.,T3E900,Germany,1999,540,341.0,486.0,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe,06/2002
138,University of Minnesota/Supercomputing Institute,IBM,SP Power3 375 MHz,United States,2000,322,330.0,483.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
139,Maui High-Performance Computing Center (MHPCC),IBM,SP Power3 375 MHz,United States,2000,320,327.0,480.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
140,Commissariat a l'Energie Atomique (CEA),Hewlett-Packard,"AlphaServer SC40, 833 MHz",France,2000,300,326.4,499.8,110000,38000,Alpha,Alpha EV68,833.3,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,Western Europe,Europe,06/2002
141,Petroleum Company (G),IBM,Netfinity Cluster PIII 1.13 GHz - Eth,Saudia Arabia,2001,2048,326.0,2314.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1129.9,IBM Cluster,Linux,Cluster,Industry,Geophysics,Ethernet,Ethernet,Western Asia,Asia,06/2002
142,WesternGeco,IBM,Netfinity Cluster PIII 1.13 GHz - Eth,United States,2002,1040,326.0,1175.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1129.9,IBM Cluster,Linux,Cluster,Industry,Geophysics,Ethernet,Ethernet,North America,Americas,06/2002
143,Compagnie Generale de Geophysique (CGG),IBM,Netfinity Cluster PIII 1.13 GHz - Eth,United Kingdom,2002,1024,326.0,1157.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1129.9,IBM Cluster,Linux,Cluster,Industry,Geophysics,Ethernet,Ethernet,Northern Europe,Europe,06/2002
144,Compagnie Generale de Geophysique (CGG),IBM,Netfinity Cluster PIII 1.13 GHz - Eth,United Kingdom,2002,1024,326.0,1157.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1129.9,IBM Cluster,Linux,Cluster,Industry,Geophysics,Ethernet,Ethernet,Northern Europe,Europe,06/2002
145,Geoscience (C),IBM,Netfinity Cluster PIII 1.13 GHz - Eth,Egypt,2001,1024,326.0,1157.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1129.9,IBM Cluster,Linux,Cluster,Industry,Geophysics,Ethernet,Ethernet,Northern Africa,Africa,06/2002
146,Institute of Physical and Chemical Res. (RIKEN),Fujitsu,VPP700/160E,Japan,1999,160,319.0,384.0,168000,24000,Fujitsu,Fujitsu,150.0,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia,06/2002
147,CSAR at the University of Manchester,SGI,ORIGIN 3000 400 MHz,United Kingdom,2001,512,315.5,409.6,130560,108800,MIPS,MIPS R12000,400.0,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Northern Europe,Europe,06/2002
148,ERDC MSRC,SGI,ORIGIN 3000 400 MHz,United States,2001,512,315.5,409.6,130560,108800,MIPS,MIPS R12000,400.0,SGI Origin,Linux,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas,06/2002
149,Manufacturing Company,SGI,ORIGIN 3000 400 MHz,Sweden,2002,512,315.5,409.6,130560,108800,MIPS,MIPS R12000,400.0,SGI Origin,Linux,MPP,Industry,Manufacturing,Crossbar,Hypercube,Northern Europe,Europe,06/2002
150,NASA/Ames Research Center/NAS,SGI,ORIGIN 3000 400 MHz,United States,2001,512,315.5,409.6,130560,108800,MIPS,MIPS R12000,400.0,SGI Origin,Linux,MPP,Research,Aerospace,Crossbar,Hypercube,North America,Americas,06/2002
151,NASA/Goddard Space Flight Center,SGI,ORIGIN 3000 400 MHz,United States,2001,512,315.5,409.6,130560,108800,MIPS,MIPS R12000,400.0,SGI Origin,Linux,MPP,Research,Aerospace,Crossbar,Hypercube,North America,Americas,06/2002
152,SGI,SGI,ORIGIN 3000 400 MHz,United States,2001,512,315.5,409.6,130560,108800,MIPS,MIPS R12000,400.0,SGI Origin,Linux,MPP,Vendor,Not Specified,Crossbar,Hypercube,North America,Americas,06/2002
153,US Army Research Laboratory (ARL),SGI,ORIGIN 3000 400 MHz,United States,2000,512,315.5,409.6,130560,108800,MIPS,MIPS R12000,400.0,SGI Origin,Linux,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas,06/2002
154,I2 Technologies Inc.,IBM,pSeries 690 1.1GHz GigEth,United States,2002,160,315.0,704.0,0,0,Power,POWER4,1100.0,IBM pSeries,AIX,MPP,Industry,Information Processing Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2002
155,Communications Res. Lab. (CRL),NEC,SX-6/40M5,Japan,2002,40,311.7,320.0,102400,4480,NEC,NEC,1000.0,NEC Vector,Super-UX,MPP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia,06/2002
156,ERDC MSRC,IBM,SP Power3 222 MHz,United States,2000,512,307.6,454.6,148000,35000,Power,POWER3,222.2,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
157,Government,IBM,pSeries 690 Turbo 1.3GHz GigEth,United States,2002,128,306.4,665.6,112000,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Classified,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2002
158,KISTI Supercomputing Center,IBM,pSeries 690 Turbo 1.3GHz GigEth,"Korea, South",2002,128,306.4,665.6,112000,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,06/2002
159,Logicon,IBM,pSeries 690 Turbo 1.3GHz GigEth,United States,2002,128,306.4,665.6,112000,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Industry,Defense,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2002
160,NRI for Earth Science and Disaster (NIED),SGI,ORIGIN 3000 500 MHz,Japan,2002,384,306.3,384.0,0,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Research,Not Specified,NUMAflex,NUMAflex,Eastern Asia,Asia,06/2002
161,Norwegian University of Science and Technology,SGI,ORIGIN 3000 500 MHz,Norway,2001,384,306.3,384.0,0,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Academic,Not Specified,NUMAflex,NUMAflex,Northern Europe,Europe,06/2002
162,CNRS/IDRIS,NEC,SX-5/40M3,France,2000,40,303.0,320.0,0,0,NEC,NEC,250.0,NEC Vector,Super-UX,Constellations,Academic,Not Specified,Crossbar,Multi-stage crossbar,Western Europe,Europe,06/2002
163,University of California - Santa Cruz,Verari Systems,RS1100 AMD 1.4 GHz - Dolphin,United States,2002,264,301.8,739.2,115000,15000,AMD,AMD Athlon,1400.0,NOW - AMD,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas,06/2002
164,EDINFOR,IBM,SP Power3 375 MHz,Portugal,2001,296,301.0,444.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Not Specified,SP Switch,SP Switch,Southern Europe,Europe,06/2002
165,NASA/Ames Research Center/NAS,SGI,ORIGIN 2000 400 MHz,United States,2000,512,300.2,409.6,130560,21216,MIPS,MIPS R12000,400.0,SGI Origin,Linux,MPP,Research,Aerospace,Crossbar,Hypercube,North America,Americas,06/2002
166,Agilent,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United States,2001,144,296.2,432.0,0,0,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,North America,Americas,06/2002
167,Central Research Institute of Electric Power Industry/CRIEPI,Fujitsu,VPP5000/32,Japan,2000,32,296.1,307.2,170880,7680,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia,06/2002
168,PGS,IBM,SP Power3 375 MHz,United States,2001,290,295.0,435.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Geophysics,SP Switch,SP Switch,North America,Americas,06/2002
169,Geoscience (C),IBM,Netfinity Cluster PIII 1 GHz - Eth,United Kingdom,2001,1040,289.0,1040.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1000.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Ethernet,Ethernet,Northern Europe,Europe,06/2002
170,WesternGeco,IBM,Netfinity Cluster PIII 1 GHz - Eth,United States,2002,1040,289.0,1040.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1000.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Ethernet,Ethernet,North America,Americas,06/2002
171,Compagnie Generale de Geophysique (CGG),IBM,Netfinity Cluster PIII 1 GHz - Eth,United Kingdom,2001,1024,289.0,1024.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1000.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Ethernet,Ethernet,Northern Europe,Europe,06/2002
172,Shell,IBM,Netfinity Cluster PIII 1 GHz - Eth,Netherlands,2001,1024,289.0,1024.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1000.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Ethernet,Ethernet,Western Europe,Europe,06/2002
173,US Army Space and Missile Defense Command,IBM,SP Power3 375 MHz,United States,2000,284,288.0,426.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
174,Meteo-France,Fujitsu,VPP5000/31,France,1999,31,286.0,297.6,0,0,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Research,Weather and Climate Research,Crossbar,Full distributed crossbar,Western Europe,Europe,06/2002
175,Nanyang Technological University - BIRC,Hewlett-Packard,"AlphaServer SC45, 1 GHz",Singapore,2002,176,285.3,352.0,124000,14000,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Academic,Not Specified,Quadrics,Quadrics,South-eastern Asia,Asia,06/2002
176,Maui High-Performance Computing Center (MHPCC),IBM,Netfinity Cluster PIII 933 MHz - Myrinet,United States,2001,520,285.0,485.16,0,0,Intel IA-32,Intel IA-32 Pentium 3,933.0,IBM Cluster,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas,06/2002
177,CSC (Center for Scientific Computing),Cray Inc.,T3E750,Finland,2000,540,284.0,405.0,0,0,Alpha,Alpha EV5,374.5,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe,06/2002
178,Institute for Molecular Science,Fujitsu,VPP5000/30,Japan,2000,30,277.0,288.0,0,0,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia,06/2002
179,Geoscience (C),IBM,Netfinity Cluster PIII 933 MHz - Eth,Egypt,2002,1024,269.0,955.3,0,0,Intel IA-32,Intel IA-32 Pentium 3,933.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Ethernet,Ethernet,Northern Africa,Africa,06/2002
180,NCSA,SGI,ORIGIN 2000 195/250 MHz,United States,1998,1024,264.9,327.68,0,0,MIPS,MIPS,194.9,SGI Origin,IRIX,Constellations,Academic,Not Specified,Crossbar,Hypercube,North America,Americas,06/2002
181,Oak Ridge National Laboratory,Hewlett-Packard,AlphaServer SC ES40/EV67,United States,2000,256,263.6,341.33,106000,20000,Alpha,Alpha EV67,666.7,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas,06/2002
182,Pittsburgh Supercomputing Center,Hewlett-Packard,AlphaServer SC ES40/EV67,United States,2000,256,263.6,341.33,106000,20000,Alpha,Alpha EV67,666.7,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Academic,Not Specified,Quadrics,Quadrics,North America,Americas,06/2002
183,DeTeCSM,IBM,SP Power3 375 MHz,Germany,2001,260,262.0,390.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,Western Europe,Europe,06/2002
184,Hewlett-Packard,Hewlett-Packard,rp8400 750 MHz/HyperFabric,United States,2002,128,261.1,384.0,0,0,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Vendor,Not Specified,Myrinet,HyperFabric,North America,Americas,06/2002
185,Centre Informatique National (CINES),SGI,ORIGIN 3000 500 MHz,France,2001,320,259.0,320.0,0,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Academic,Not Specified,NUMAflex,NUMAflex,Western Europe,Europe,06/2002
186,Purdue University,IBM,SP Power3 375 MHz,United States,2000,256,257.0,384.0,148000,24000,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
187,Meteorological Research Institute/JMA,Hitachi,SR8000/36,Japan,1999,36,255.0,288.0,69000,5968,Hitachi SR8000,Hitachi SR8000,250.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Research,Weather and Climate Research,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia,06/2002
188,Hewlett-Packard,Hewlett-Packard,SuperDome 750 MHz/HyperFabric,United States,2002,128,254.9,384.0,0,0,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Vendor,Not Specified,Myrinet,HyperPlex,North America,Americas,06/2002
189,BMW AG,Hewlett-Packard,rp8400 750 MHz/HyperPlex,Germany,2001,128,251.1,384.0,234144,70092,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Western Europe,Europe,06/2002
190,Chemical Company,IBM,SP PC604e 332 MHz,Germany,2000,716,250.0,475.4,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Chemistry,SP Switch,SP Switch,Western Europe,Europe,06/2002
191,BMW AG,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,Germany,2002,128,245.3,384.0,170100,55080,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Automotive,Myrinet,HyperPlex,Western Europe,Europe,06/2002
192,Beijing Social Insurance,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,China,2001,128,245.3,384.0,170100,55080,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Finance,Myrinet,HyperPlex,Eastern Asia,Asia,06/2002
193,EDS,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United Kingdom,2001,128,245.3,384.0,170100,55080,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Northern Europe,Europe,06/2002
194,France Telecom,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,France,2001,128,245.3,384.0,170100,55080,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Western Europe,Europe,06/2002
195,Netsiel S.P.A.,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,Italy,2002,128,245.3,384.0,170100,55080,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Southern Europe,Europe,06/2002
196,Omnitel Pronto Italia,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,Italy,2002,128,245.3,384.0,170100,55080,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Southern Europe,Europe,06/2002
197,debis Systemhaus,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,Germany,2001,128,245.3,384.0,170100,55080,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Automotive,Myrinet,HyperPlex,Western Europe,Europe,06/2002
198,ABN AMRO,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United Kingdom,2002,128,245.1,384.0,220968,43092,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Finance,Myrinet,HyperPlex,Northern Europe,Europe,06/2002
199,BMW AG,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,Germany,2002,128,245.1,384.0,220968,43092,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Automotive,Myrinet,HyperPlex,Western Europe,Europe,06/2002
200,BMW AG,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,Germany,2002,128,245.1,384.0,220968,43092,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Automotive,Myrinet,HyperPlex,Western Europe,Europe,06/2002
201,BMW AG,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,Germany,2002,128,245.1,384.0,220968,43092,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Automotive,Myrinet,HyperPlex,Western Europe,Europe,06/2002
202,BMW AG,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,Germany,2002,128,245.1,384.0,220968,43092,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Automotive,Myrinet,HyperPlex,Western Europe,Europe,06/2002
203,BMW AG,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,Germany,2002,128,245.1,384.0,220968,43092,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Automotive,Myrinet,HyperPlex,Western Europe,Europe,06/2002
204,BMW AG,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,Germany,2002,128,245.1,384.0,220968,43092,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Automotive,Myrinet,HyperPlex,Western Europe,Europe,06/2002
205,Banca Sella,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,Italy,2002,128,245.1,384.0,220968,43092,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Finance,Myrinet,HyperPlex,Southern Europe,Europe,06/2002
206,Centrica Plc,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United Kingdom,2002,128,245.1,384.0,220968,43092,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Energy,Myrinet,HyperPlex,Northern Europe,Europe,06/2002
207,Centrica Plc,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United Kingdom,2002,128,245.1,384.0,220968,43092,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Energy,Myrinet,HyperPlex,Northern Europe,Europe,06/2002
