Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent,Publication Date
43,North Carolina Supercomputing Center (NCSC),IBM,SP Power3 375 MHz,United States,2000,720,741.0,1080.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
44,IBM,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,256,736.6,1331.2,285000,25000,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Vendor,Not Specified,SP Switch,Colony,North America,Americas,06/2002
45,University of Tsukuba,Fujitsu,VPP5000/80,Japan,2001,80,730.0,768.0,273600,15360,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia,06/2002
46,Oak Ridge National Laboratory,IBM,SP Power3 375 MHz,United States,2000,704,723.0,1056.0,187000,37500,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
47,"GSIC Center, Tokyo Institute of Technology",Self-made,Presto III Athlon 1.6 GHz,Japan,2002,480,716.1,1536.0,100000,0,AMD,AMD Athlon,1600.0,NOW - AMD,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia,06/2002
48,HLRN at Universitaet Hannover / RRZN,IBM,pSeries 690 Turbo 1.3GHz GigEth,Germany,2002,384,708.0,1996.8,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe,06/2002
49,HLRN at ZIB/Konrad Zuse-Zentrum fuer Informationstechnik,IBM,pSeries 690 Turbo 1.3GHz GigEth,Germany,2002,384,708.0,1996.8,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe,06/2002
50,Sandia National Laboratories,Self-made,CPlant/Ross Cluster,United States,2001,1369,706.7,1275.9,162000,0,Alpha,Alpha EV5,465.1,NOW - Alpha,,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas,06/2002
51,Japan Meteorological Agency,Hitachi,SR8000-E1/80,Japan,2000,80,691.3,768.0,120000,9408,Hitachi SR8000,Hitachi SR8000,300.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Research,Weather and Climate Research,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia,06/2002
52,Los Alamos National Laboratory/ACL,SGI,ORIGIN 2000 250 MHz,United States,1999,2048,690.9,1024.0,229248,80640,MIPS,MIPS R10000,250.0,SGI Origin,IRIX,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas,06/2002
53,NCSA,IBM,Titan Cluster Itanium 800 MHz,United States,2001,320,677.9,1024.0,183000,32000,Intel IA-64,Intel IA-64 Itanium,800.0,NOW - Intel Itanium,Linux,Cluster,Academic,Not Specified,Fast Ethernet,Fast Ethernet,North America,Americas,06/2002
54,CSAR at the University of Manchester,Cray Inc.,T3E1200,United Kingdom,2000,812,671.0,974.4,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe,06/2002
55,Deutscher Wetterdienst,Cray Inc.,T3E1200,Germany,1999,812,671.0,974.4,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Western Europe,Europe,06/2002
56,CBRC - Tsukuba Advanced Computing Center - TACC/AIST,NEC,Magi Cluster PIII 933 MHz,Japan,2001,1040,654.0,970.0,217600,29000,Intel IA-32,Intel IA-32 Pentium 3,933.0,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia,06/2002
57,Real World Computing (RWCP)/Tsukuba Research Center,Self-made,SCore IIIe/PIII 933 MHz,Japan,2001,1024,618.3,955.4,146000,23000,Intel IA-32,Intel IA-32 Pentium 3,933.0,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia,06/2002
58,NCSA,IBM,Netfinity Cluster PIII 1 GHz - Myrinet,United States,2001,1024,594.0,1024.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1000.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas,06/2002
59,CNRS/IDRIS,IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",France,2002,256,590.2,1331.2,158000,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe,06/2002
60,National Center for High Performance Computing,IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",Taiwan,2002,256,590.2,1331.2,158000,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,06/2002
61,Swiss Scientific Computing Center (CSCS),IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",Switzerland,2002,256,590.2,1331.2,158000,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe,06/2002
62,University of Tokyo/Institute for Solid State Physics,Hitachi,SR8000-F1/60,Japan,2000,60,577.0,720.0,89000,10000,Hitachi SR8000,Hitachi SR8000,375.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia,06/2002
63,COLSA,IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",United States,2002,240,564.0,1248.0,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2002
64,Joint Supercomputer Center,Self-made,MVS1000M EV67 667 MHz,Russia,2002,768,564.0,1024.0,230000,37440,Alpha,Alpha EV67,666.7,NOW - Alpha,,Cluster,Academic,Not Specified,Myrinet,Myrinet,Eastern Europe,Europe,06/2002
65,Japan Atomic Energy Research Institute,Fujitsu,VPP5000/64,Japan,2001,64,563.0,614.4,235776,12288,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia,06/2002
66,Kyushu University,Fujitsu,VPP5000/64,Japan,2000,64,563.0,614.4,235776,12288,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia,06/2002
67,Sprint PCS,IBM,SP Power3 375 MHz 16 way,United States,2002,528,561.0,792.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,North America,Americas,06/2002
68,Institute of High Performance Computing (IHPC),IBM,pSeries 690 Turbo 1.3GHz GigEth,Singapore,2002,224,555.3,1164.8,226800,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,South-eastern Asia,Asia,06/2002
69,Manufacturer (G),IBM,pSeries 690 Turbo 1.3GHz GigEth,United States,2002,224,555.3,1164.8,226800,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Industry,Automotive,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2002
70,IBM Thomas J. Watson Research Center,IBM,SP Power3 375 MHz 16 way,United States,2002,520,554.0,780.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
71,Deutsche Telekom AG,IBM,SP Power3 375 MHz,Germany,2000,528,553.0,792.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,Western Europe,Europe,06/2002
72,Wright-Patterson Air Force Base/DoD ASC,IBM,SP Power3 375 MHz,United States,2000,528,553.0,792.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Defense,SP Switch,SP Switch,North America,Americas,06/2002
73,United Kingdom Meteorological Office,Cray Inc.,T3E900,United Kingdom,1997,876,552.0,788.4,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Northern Europe,Europe,06/2002
74,State Farm,IBM,SP Power3 375 MHz,United States,2001,520,546.0,780.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas,06/2002
75,Petroleum Company (G),IBM,SP Power3 375 MHz 16 way,Saudia Arabia,2001,512,546.0,768.0,148000,33000,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Geophysics,SP Switch,SP Switch,Western Asia,Asia,06/2002
76,US Army Research Laboratory (ARL),IBM,SP Power3 375 MHz 16 way,United States,2000,512,546.0,768.0,148000,33000,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
77,Pharmaceutical Company,IBM,SP Power3 375 MHz,Germany,2001,510,536.0,765.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Pharmaceutics,SP Switch,SP Switch,Western Europe,Europe,06/2002
78,Indiana University,IBM,SP Power3 375 MHz,United States,2001,508,534.0,762.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
79,Sandia National Laboratories,Dell,Precision 530 Cluster P4 XEON 2.0 GHz,United States,2002,256,526.0,1024.0,101000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2000.0,Dell Precision Cluster,Linux,Cluster,Research,Not Specified,Fast Ethernet,Fast Ethernet,North America,Americas,06/2002
80,United Kingdom Meteorological Office,Cray Inc.,T3E1200,United Kingdom,1999,636,526.0,763.2,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Northern Europe,Europe,06/2002
81,NASA/Goddard Space Flight Center,Cray Inc.,T3E,United States,2000,1356,525.0,813.6,0,0,Alpha,Alpha EV5,300.3,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,North America,Americas,06/2002
82,Max-Planck-Gesellschaft MPI/IPP,IBM,pSeries 690 Turbo 1.3GHz GigEth,Germany,2002,208,513.0,1081.6,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe,06/2002
83,State Farm,IBM,SP Power3 375 MHz,United States,2001,488,512.0,732.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas,06/2002
84,Wright-Patterson Air Force Base/DoD ASC,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,324,512.0,648.0,170000,20000,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas,06/2002
85,Hewlett-Packard,Hewlett-Packard,AlphaServer SC ES40/EV67,United States,2000,512,507.6,682.66,200000,30000,Alpha,Alpha EV67,666.7,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Vendor,Benchmarking,Quadrics,Quadrics,North America,Americas,06/2002
86,Lawrence Livermore National Laboratory,Hewlett-Packard,AlphaServer SC ES40/EV67,United States,2000,512,507.6,682.66,200000,30000,Alpha,Alpha EV67,666.7,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas,06/2002
87,DKRZ - Deutsches Klimarechenzentrum,NEC,SX-6/64M8,Germany,2002,64,495.2,512.0,122880,6656,NEC,NEC,1000.0,NEC Vector,Super-UX,MPP,Research,Weather and Climate Research,Crossbar,Multi-stage crossbar,Western Europe,Europe,06/2002
88,National Aerospace Laboratory of Japan,NEC,SX-6/64M8,Japan,2002,64,495.2,512.0,122880,6656,NEC,NEC,1000.0,NEC Vector,Super-UX,MPP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia,06/2002
89,National Institute for Environmental Studies,NEC,SX-6/64M8,Japan,2002,64,495.2,512.0,122880,6656,NEC,NEC,1000.0,NEC Vector,Super-UX,MPP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia,06/2002
90,Centre Informatique National (CINES),IBM,SP Power3 375 MHz,France,2001,472,494.0,708.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,Western Europe,Europe,06/2002
91,Nagoya University,Fujitsu,VPP5000/56,Japan,1999,56,492.0,537.6,228480,12768,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia,06/2002
92,Kyoto University,Fujitsu,VPP800/63,Japan,1999,63,482.0,504.0,234360,12852,Fujitsu,Fujitsu,250.0,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia,06/2002
93,Umea University / HPC2N,Self-made,AMD 1.66 GHz - SCI 3D-torus,Sweden,2002,240,481.0,800.0,116100,24570,AMD,AMD Athlon,1666.7,NOW - AMD,Linux,Cluster,Academic,Not Specified,SCI,SCI 3D-Torus,Northern Europe,Europe,06/2002
94,Lawrence Livermore National Laboratory,IBM,SP Power3 375 MHz 16 way,United States,2001,448,480.0,672.0,138000,31000,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
95,EDS/ Adam Opel AG,IBM,pSeries 690 Turbo 1.3GHz GigEth,Germany,2002,192,472.0,998.4,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Industry,Automotive,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe,06/2002
96,Hewlett-Packard,Hewlett-Packard,SuperDome 750 MHz/HyperFabric,United States,2002,256,470.9,768.0,340092,90072,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Vendor,Not Specified,Myrinet,HyperPlex,North America,Americas,06/2002
97,Lawrence Livermore National Laboratory,IBM,"ASCI Blue-Pacific CTR, IBM SP 604e",United States,1998,1344,468.2,892.4,205000,65000,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas,06/2002
98,Hewlett-Packard,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United States,2002,256,449.4,768.0,340092,110052,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Vendor,Not Specified,Myrinet,HyperPlex,North America,Americas,06/2002
99,Tsukuba Advanced Computing Center - TACC/AIST,Hitachi,SR8000/64,Japan,1999,64,449.0,512.0,92000,9160,Hitachi SR8000,Hitachi SR8000,250.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Research,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia,06/2002
100,Cray Inc.,Cray Inc.,T3E1200,United States,1998,540,447.0,648.0,181440,17280,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Vendor,Not Specified,Cray Interconnect,3-D Torus,North America,Americas,06/2002
101,Forschungszentrum Juelich (FZJ),Cray Inc.,T3E1200,Germany,1999,540,447.0,648.0,181440,17280,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe,06/2002
102,Government,Cray Inc.,T3E1200,United States,2001,540,447.0,648.0,181440,17280,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas,06/2002
103,Government,Cray Inc.,T3E1200,United States,1998,540,447.0,648.0,181440,17280,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas,06/2002
104,Government,Cray Inc.,T3E1200,United States,1999,540,447.0,648.0,181440,17280,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas,06/2002
